cand_id,rec_id,job_role,source,score,application,screening,interview,offer,hired
C1314,R1,Data Analyst,Job board,48,1,1,1,0,0
C1315,R3,Data Analyst,Job board,54,1,1,1,0,0
C1316,R1,HR Specialist,Job board,43,1,0,0,0,0
C1317,R3,Data Analyst,LinkedIn,77,1,1,0,0,0
C1318,R4,Data Analyst,Job board,35,1,0,0,0,0
C1319,R2,Marketing Associate,Job board,36,1,0,0,0,0
C1320,R1,Data Analyst,LinkedIn,51,1,1,0,0,0
C1321,R3,Marketing Associate,Job board,61,1,0,0,0,0
C1322,R4,Software Engineer,Job board,43,1,0,0,0,0
C1323,R5,Data Analyst,LinkedIn,74,1,1,0,0,0
C1324,R4,HR Specialist,Job board,48,1,1,0,0,0
C1325,R5,Software Engineer,Job board,36,1,0,0,0,0
C1326,R4,Software Engineer,Job board,52,1,0,0,0,0
C1327,R2,HR Specialist,LinkedIn,78,1,1,1,0,0
C1328,R2,HR Specialist,Job board,32,1,0,0,0,0
C1329,R1,HR Specialist,LinkedIn,66,1,1,0,0,0
C1330,R3,Data Analyst,LinkedIn,54,1,0,0,0,0
C1331,R2,Software Engineer,LinkedIn,64,1,1,0,0,0
C1332,R4,Data Analyst,Job board,66,1,1,1,0,0
C1333,R2,HR Specialist,LinkedIn,49,1,1,1,1,1
C1334,R2,HR Specialist,LinkedIn,43,1,1,1,0,0
C1335,R4,Data Analyst,LinkedIn,93,1,1,1,1,1
C1336,R1,Marketing Associate,LinkedIn,80,1,1,1,1,1
C1337,R3,Data Analyst,Job board,60,1,1,0,0,0
C1338,R3,Data Analyst,Careers page,84,1,1,0,0,0
C1339,R5,Software Engineer,LinkedIn,83,1,1,1,1,0
C1340,R2,HR Specialist,LinkedIn,65,1,1,1,0,0
C1341,R4,Data Analyst,LinkedIn,91,1,1,0,0,0
C1342,R2,Data Analyst,Careers page,58,1,1,0,0,0
C1343,R4,Software Engineer,LinkedIn,58,1,1,0,0,0
C1344,R4,Data Analyst,LinkedIn,58,1,1,0,0,0
C1345,R3,Data Analyst,LinkedIn,68,1,1,0,0,0
C1346,R5,Software Engineer,LinkedIn,82,1,1,1,0,0
C1347,R4,HR Specialist,Careers page,45,1,0,0,0,0
C1348,R3,HR Specialist,Job board,59,1,1,0,0,0
C1349,R2,HR Specialist,LinkedIn,83,1,1,0,0,0
C1350,R2,Marketing Associate,LinkedIn,69,1,1,0,0,0
C1351,R1,Marketing Associate,LinkedIn,84,1,1,0,0,0
C1352,R1,Data Analyst,Careers page,66,1,0,0,0,0
C1353,R1,HR Specialist,LinkedIn,60,1,1,1,0,0
C1354,R1,Data Analyst,Careers page,56,1,1,0,0,0
C1355,R1,HR Specialist,Job board,56,1,0,0,0,0
C1356,R2,Data Analyst,LinkedIn,46,1,1,0,0,0
C1357,R1,Software Engineer,Careers page,60,1,0,0,0,0
C1358,R3,Data Analyst,Job board,50,1,1,1,0,0
C1359,R4,Data Analyst,Careers page,78,1,1,0,0,0
C1360,R2,Software Engineer,LinkedIn,62,1,0,0,0,0
C1361,R3,HR Specialist,Job board,57,1,0,0,0,0
C1362,R1,HR Specialist,Careers page,59,1,1,0,0,0
C1363,R5,Software Engineer,Job board,64,1,1,0,0,0
C1364,R4,Software Engineer,Job board,60,1,0,0,0,0
C1365,R1,Software Engineer,Careers page,87,1,1,1,0,0
C1366,R4,HR Specialist,LinkedIn,66,1,1,0,0,0
C1367,R1,Data Analyst,LinkedIn,70,1,1,0,0,0
C1368,R2,Software Engineer,LinkedIn,100,1,1,1,0,0
C1369,R1,Software Engineer,LinkedIn,83,1,1,1,1,1
C1370,R1,Software Engineer,LinkedIn,63,1,1,0,0,0
C1371,R4,Data Analyst,Job board,44,1,0,0,0,0
C1372,R1,Software Engineer,LinkedIn,66,1,0,0,0,0
C1373,R4,Data Analyst,LinkedIn,49,1,1,0,0,0
C1374,R2,Data Analyst,Job board,39,1,0,0,0,0
C1375,R3,Software Engineer,LinkedIn,82,1,1,1,0,0
C1376,R5,Data Analyst,LinkedIn,77,1,1,0,0,0
C1377,R4,Data Analyst,Careers page,39,1,0,0,0,0
C1378,R5,Software Engineer,Job board,78,1,1,1,0,0
C1379,R1,Data Analyst,LinkedIn,50,1,1,1,0,0
C1380,R2,Software Engineer,LinkedIn,87,1,1,0,0,0
C1381,R2,Marketing Associate,LinkedIn,58,1,0,0,0,0
C1382,R4,Data Analyst,Careers page,38,1,0,0,0,0
C1383,R5,Data Analyst,LinkedIn,73,1,1,0,0,0
C1384,R1,Software Engineer,LinkedIn,49,1,0,0,0,0
C1385,R5,Software Engineer,Job board,54,1,1,1,0,0
C1386,R1,Data Analyst,LinkedIn,82,1,1,1,1,1
C1387,R1,HR Specialist,Job board,37,1,0,0,0,0
C1388,R5,Data Analyst,Careers page,58,1,0,0,0,0
C1389,R1,HR Specialist,LinkedIn,24,1,1,0,0,0
C1390,R1,Data Analyst,LinkedIn,35,1,0,0,0,0
C1391,R5,Software Engineer,Job board,48,1,0,0,0,0
C1392,R3,Data Analyst,LinkedIn,68,1,1,1,0,0
C1393,R4,Data Analyst,Careers page,59,1,1,0,0,0
C1394,R4,Data Analyst,LinkedIn,45,1,0,0,0,0
C1395,R2,Data Analyst,LinkedIn,80,1,1,0,0,0
C1396,R3,HR Specialist,LinkedIn,55,1,1,1,1,1
C1397,R3,Data Analyst,LinkedIn,66,1,1,0,0,0
C1398,R2,Data Analyst,Careers page,74,1,0,0,0,0
C1399,R1,Marketing Associate,LinkedIn,71,1,0,0,0,0
C1400,R1,Data Analyst,LinkedIn,56,1,1,1,0,0
C1401,R1,HR Specialist,LinkedIn,79,1,1,1,0,0
C1402,R1,Data Analyst,LinkedIn,75,1,1,1,0,0
C1403,R1,HR Specialist,Job board,60,1,1,1,0,0
C1404,R2,HR Specialist,Job board,43,1,1,0,0,0
C1405,R4,Data Analyst,LinkedIn,65,1,1,0,0,0
C1406,R3,Data Analyst,LinkedIn,80,1,1,1,0,0
C1407,R2,HR Specialist,Careers page,51,1,1,1,0,0
C1408,R5,Software Engineer,LinkedIn,73,1,1,0,0,0
C1409,R1,Marketing Associate,LinkedIn,85,1,1,1,1,1
C1410,R5,Software Engineer,LinkedIn,58,1,1,0,0,0
C1411,R3,Data Analyst,Job board,59,1,1,0,0,0
C1412,R5,HR Specialist,Job board,39,1,0,0,0,0
C1413,R2,HR Specialist,LinkedIn,50,1,1,1,0,0
C1414,R1,Data Analyst,LinkedIn,73,1,1,0,0,0
C1415,R1,HR Specialist,Careers page,56,1,1,1,1,1
C1416,R3,HR Specialist,Job board,47,1,0,0,0,0
C1417,R2,Data Analyst,LinkedIn,76,1,1,0,0,0
C1418,R4,Data Analyst,LinkedIn,92,1,1,0,0,0
C1419,R3,Marketing Associate,Job board,50,1,1,0,0,0
C1420,R4,Marketing Associate,Job board,66,1,0,0,0,0
C1421,R5,Data Analyst,Job board,60,1,1,1,0,0
C1422,R2,HR Specialist,Job board,51,1,0,0,0,0
C1423,R4,Marketing Associate,Job board,71,1,0,0,0,0
C1424,R5,Data Analyst,LinkedIn,82,1,1,1,0,0
C1425,R2,Data Analyst,Job board,73,1,1,1,0,0
C1426,R1,HR Specialist,LinkedIn,77,1,1,1,0,0
C1427,R2,Marketing Associate,Careers page,48,1,1,0,0,0
C1428,R5,HR Specialist,Careers page,60,1,1,1,1,0
C1429,R5,Data Analyst,Careers page,50,1,1,0,0,0
C1430,R4,Software Engineer,LinkedIn,78,1,1,1,0,0
C1431,R5,Software Engineer,Job board,58,1,0,0,0,0
C1432,R4,Software Engineer,LinkedIn,55,1,1,0,0,0
C1433,R3,Software Engineer,Careers page,27,1,0,0,0,0
C1434,R3,Data Analyst,Careers page,48,1,1,1,0,0
C1435,R4,Data Analyst,Job board,61,1,1,0,0,0
C1436,R4,Software Engineer,Job board,68,1,1,1,0,0
C1437,R3,Data Analyst,Job board,41,1,1,0,0,0
C1438,R5,Data Analyst,LinkedIn,61,1,0,0,0,0
C1439,R3,HR Specialist,Careers page,73,1,1,1,0,0
C1440,R2,Software Engineer,LinkedIn,52,1,1,0,0,0
C1441,R1,Software Engineer,Job board,37,1,0,0,0,0
C1442,R2,Data Analyst,LinkedIn,78,1,1,1,0,0
C1443,R1,Data Analyst,Job board,71,1,1,1,1,1
C1444,R2,HR Specialist,Job board,58,1,1,1,0,0
C1445,R3,HR Specialist,LinkedIn,75,1,1,1,1,0
C1446,R3,HR Specialist,Careers page,75,1,1,0,0,0
C1447,R1,Marketing Associate,Job board,36,1,0,0,0,0
C1448,R4,Marketing Associate,Careers page,57,1,0,0,0,0
C1449,R2,Data Analyst,Job board,71,1,1,1,0,0
C1450,R4,Data Analyst,Job board,50,1,1,0,0,0
C1451,R2,Software Engineer,LinkedIn,58,1,1,0,0,0
C1452,R3,Marketing Associate,LinkedIn,75,1,1,0,0,0
C1453,R3,HR Specialist,Careers page,52,1,0,0,0,0
C1454,R1,Data Analyst,Careers page,51,1,1,0,0,0
C1455,R2,Data Analyst,LinkedIn,74,1,1,0,0,0
C1456,R3,Data Analyst,Job board,31,1,0,0,0,0
C1457,R1,Data Analyst,LinkedIn,61,1,0,0,0,0
C1458,R3,Data Analyst,Careers page,70,1,1,1,1,1
C1459,R5,Software Engineer,Careers page,54,1,0,0,0,0
C1460,R1,Data Analyst,Job board,70,1,0,0,0,0
C1461,R5,HR Specialist,LinkedIn,59,1,1,1,1,0
C1462,R3,HR Specialist,LinkedIn,85,1,1,1,1,1
C1463,R3,Marketing Associate,Careers page,34,1,0,0,0,0
C1464,R1,HR Specialist,Careers page,52,1,1,0,0,0
C1465,R1,Data Analyst,LinkedIn,70,1,1,0,0,0
C1466,R5,Data Analyst,Careers page,65,1,0,0,0,0
C1467,R5,Data Analyst,LinkedIn,52,1,1,0,0,0
C1468,R1,Data Analyst,Job board,45,1,0,0,0,0
C1469,R2,Software Engineer,LinkedIn,63,1,1,0,0,0
C1470,R2,Data Analyst,LinkedIn,59,1,1,0,0,0
C1471,R3,Data Analyst,LinkedIn,100,1,1,1,1,1
C1472,R1,Software Engineer,LinkedIn,64,1,1,0,0,0
C1473,R3,HR Specialist,LinkedIn,76,1,1,1,1,1
C1474,R4,Software Engineer,Job board,55,1,1,0,0,0
C1475,R2,Marketing Associate,LinkedIn,74,1,1,1,0,0
C1476,R3,HR Specialist,LinkedIn,81,1,1,0,0,0
C1477,R2,HR Specialist,Careers page,63,1,0,0,0,0
C1478,R5,Marketing Associate,Job board,62,1,1,0,0,0
C1479,R5,Marketing Associate,LinkedIn,75,1,1,1,0,0
C1480,R5,HR Specialist,Job board,55,1,1,0,0,0
C1481,R3,Data Analyst,LinkedIn,66,1,1,0,0,0
C1482,R1,HR Specialist,LinkedIn,77,1,1,1,0,0
C1483,R5,Software Engineer,LinkedIn,62,1,0,0,0,0
C1484,R3,Data Analyst,LinkedIn,76,1,1,0,0,0
C1485,R5,HR Specialist,Job board,40,1,0,0,0,0
C1486,R1,Marketing Associate,Careers page,48,1,1,1,0,0
C1487,R3,Data Analyst,LinkedIn,80,1,1,1,1,1
C1488,R4,HR Specialist,Job board,51,1,1,0,0,0
C1489,R2,Data Analyst,LinkedIn,70,1,1,0,0,0
C1490,R5,Data Analyst,Careers page,46,1,0,0,0,0
C1491,R1,HR Specialist,Careers page,67,1,1,0,0,0
C1492,R1,Data Analyst,Job board,51,1,0,0,0,0
C1493,R5,HR Specialist,Job board,53,1,1,1,0,0
C1494,R3,Marketing Associate,LinkedIn,65,1,1,0,0,0
C1495,R4,HR Specialist,Job board,73,1,1,0,0,0
C1496,R3,Data Analyst,Job board,66,1,1,1,1,1
C1497,R5,Software Engineer,LinkedIn,62,1,1,0,0,0
C1498,R1,HR Specialist,Job board,60,1,0,0,0,0
C1499,R3,Data Analyst,Job board,67,1,1,0,0,0
C1500,R4,HR Specialist,LinkedIn,72,1,1,0,0,0
C1501,R5,Data Analyst,Job board,58,1,1,0,0,0
C1502,R5,Software Engineer,Careers page,67,1,1,1,0,0
C1503,R2,HR Specialist,LinkedIn,83,1,1,1,0,0
C1504,R1,Software Engineer,LinkedIn,82,1,1,1,0,0
C1505,R3,Data Analyst,Job board,75,1,1,1,0,0
C1506,R2,Data Analyst,LinkedIn,73,1,1,1,0,0
C1507,R2,Software Engineer,Careers page,70,1,1,0,0,0
C1508,R4,Data Analyst,Job board,54,1,1,0,0,0
C1509,R4,HR Specialist,LinkedIn,75,1,1,0,0,0
C1510,R2,Marketing Associate,Job board,35,1,0,0,0,0
C1511,R2,Data Analyst,Careers page,55,1,0,0,0,0
C1512,R5,Marketing Associate,Job board,68,1,1,0,0,0
C1513,R5,Data Analyst,Careers page,74,1,1,0,0,0
C1514,R1,Data Analyst,LinkedIn,91,1,1,1,1,1
C1515,R4,Data Analyst,Careers page,46,1,0,0,0,0
C1516,R4,Marketing Associate,LinkedIn,63,1,0,0,0,0
C1517,R1,Marketing Associate,LinkedIn,85,1,1,1,0,0
C1518,R4,Software Engineer,Job board,57,1,0,0,0,0
C1519,R4,Data Analyst,LinkedIn,90,1,1,1,0,0
C1520,R1,HR Specialist,LinkedIn,77,1,1,1,1,1
C1521,R3,Data Analyst,LinkedIn,72,1,1,0,0,0
C1522,R1,Software Engineer,Job board,64,1,1,0,0,0
C1523,R3,Software Engineer,Job board,62,1,1,0,0,0
C1524,R4,HR Specialist,LinkedIn,84,1,1,0,0,0
C1525,R3,HR Specialist,Job board,62,1,0,0,0,0
C1526,R1,Software Engineer,LinkedIn,84,1,1,1,0,0
C1527,R1,Software Engineer,Job board,54,1,0,0,0,0
C1528,R4,HR Specialist,Careers page,58,1,1,1,0,0
C1529,R3,Data Analyst,LinkedIn,69,1,1,1,0,0
C1530,R1,HR Specialist,Job board,44,1,1,0,0,0
C1531,R5,Software Engineer,LinkedIn,87,1,1,0,0,0
C1532,R3,HR Specialist,Job board,51,1,1,1,0,0
C1533,R5,Data Analyst,Careers page,39,1,0,0,0,0
C1534,R4,HR Specialist,Job board,54,1,0,0,0,0
C1535,R4,HR Specialist,LinkedIn,69,1,1,0,0,0
C1536,R4,Marketing Associate,Careers page,64,1,0,0,0,0
C1537,R4,Data Analyst,LinkedIn,75,1,1,1,1,0
C1538,R1,Software Engineer,Careers page,85,1,1,1,1,1
C1539,R5,Software Engineer,LinkedIn,54,1,1,0,0,0
C1540,R2,HR Specialist,LinkedIn,64,1,1,0,0,0
C1541,R1,HR Specialist,LinkedIn,74,1,1,1,0,0
C1542,R3,HR Specialist,Careers page,40,1,1,0,0,0
C1543,R4,Software Engineer,LinkedIn,74,1,1,0,0,0
C1544,R2,HR Specialist,Careers page,47,1,1,0,0,0
C1545,R3,Marketing Associate,LinkedIn,73,1,1,1,0,0
C1546,R4,Data Analyst,LinkedIn,65,1,1,0,0,0
C1547,R1,HR Specialist,LinkedIn,74,1,1,1,1,1
C1548,R4,Data Analyst,LinkedIn,80,1,1,1,0,0
C1549,R2,Data Analyst,LinkedIn,57,1,1,0,0,0
C1550,R5,Software Engineer,Careers page,61,1,1,0,0,0
C1551,R5,Data Analyst,LinkedIn,76,1,0,0,0,0
C1552,R1,HR Specialist,Job board,80,1,1,1,0,0
C1553,R2,Data Analyst,Careers page,36,1,0,0,0,0
C1554,R4,Data Analyst,Careers page,52,1,1,1,0,0
C1555,R4,HR Specialist,LinkedIn,68,1,1,0,0,0
C1556,R4,Software Engineer,Job board,58,1,1,1,0,0
C1557,R3,Marketing Associate,LinkedIn,82,1,1,0,0,0
C1558,R4,Data Analyst,LinkedIn,50,1,0,0,0,0
C1559,R4,Data Analyst,LinkedIn,51,1,1,1,0,0
C1560,R5,HR Specialist,LinkedIn,56,1,0,0,0,0
C1561,R3,Data Analyst,LinkedIn,80,1,1,0,0,0
C1562,R4,Data Analyst,LinkedIn,72,1,1,1,1,0
C1563,R3,Data Analyst,LinkedIn,80,1,0,0,0,0
C1564,R1,Data Analyst,LinkedIn,68,1,1,0,0,0
C1565,R2,Software Engineer,LinkedIn,65,1,1,0,0,0
C1566,R1,HR Specialist,LinkedIn,74,1,1,1,0,0
C1567,R1,Software Engineer,LinkedIn,62,1,0,0,0,0
C1568,R5,Data Analyst,Job board,54,1,0,0,0,0
C1569,R1,Data Analyst,LinkedIn,45,1,1,1,0,0
C1570,R5,HR Specialist,Job board,37,1,0,0,0,0
C1571,R4,HR Specialist,Careers page,81,1,1,1,0,0
C1572,R1,HR Specialist,Job board,51,1,1,1,0,0
C1573,R3,HR Specialist,Careers page,61,1,0,0,0,0
C1574,R4,Data Analyst,Careers page,50,1,1,0,0,0
C1575,R1,Software Engineer,Careers page,49,1,1,1,0,0
C1576,R3,Marketing Associate,LinkedIn,42,1,1,0,0,0
C1577,R1,Software Engineer,Job board,66,1,1,0,0,0
C1578,R4,Software Engineer,Job board,50,1,0,0,0,0
C1579,R4,Data Analyst,LinkedIn,83,1,1,1,0,0
C1580,R2,HR Specialist,Job board,54,1,0,0,0,0
C1581,R3,HR Specialist,LinkedIn,94,1,1,0,0,0
C1582,R1,Data Analyst,LinkedIn,91,1,1,1,0,0
C1583,R1,Software Engineer,LinkedIn,70,1,0,0,0,0
C1584,R1,Software Engineer,Job board,58,1,1,0,0,0
C1585,R3,Data Analyst,LinkedIn,70,1,1,0,0,0
C1586,R2,Software Engineer,LinkedIn,75,1,1,1,0,0
C1587,R2,Data Analyst,Careers page,70,1,0,0,0,0
C1588,R4,HR Specialist,LinkedIn,58,1,1,1,1,1
C1589,R4,Software Engineer,Job board,64,1,1,0,0,0
C1590,R4,HR Specialist,Job board,47,1,1,1,0,0
C1591,R3,Data Analyst,Careers page,83,1,1,1,1,1
C1592,R5,Data Analyst,Job board,61,1,1,0,0,0
C1593,R3,HR Specialist,LinkedIn,78,1,1,0,0,0
C1594,R2,Data Analyst,LinkedIn,85,1,1,0,0,0
C1595,R4,HR Specialist,LinkedIn,49,1,1,1,1,1
C1596,R1,HR Specialist,Job board,51,1,1,1,0,0
C1597,R2,Data Analyst,Job board,55,1,1,1,0,0
C1598,R1,Marketing Associate,LinkedIn,57,1,0,0,0,0
C1599,R3,Data Analyst,LinkedIn,57,1,1,0,0,0
C1600,R4,HR Specialist,LinkedIn,54,1,0,0,0,0
C1601,R2,HR Specialist,LinkedIn,84,1,1,1,0,0
C1602,R1,Data Analyst,Job board,50,1,1,0,0,0
C1603,R4,Data Analyst,Careers page,55,1,1,1,0,0
C1604,R5,Marketing Associate,Job board,38,1,0,0,0,0
C1605,R3,Software Engineer,Careers page,52,1,1,0,0,0
C1606,R1,Data Analyst,Careers page,61,1,1,0,0,0
C1607,R5,Marketing Associate,LinkedIn,74,1,0,0,0,0
C1608,R1,Software Engineer,Careers page,60,1,1,1,0,0
C1609,R2,HR Specialist,LinkedIn,69,1,1,0,0,0
C1610,R2,Software Engineer,Job board,85,1,0,0,0,0
C1611,R2,HR Specialist,LinkedIn,65,1,1,0,0,0
C1612,R3,Data Analyst,LinkedIn,91,1,1,1,1,1
C1613,R2,HR Specialist,Careers page,71,1,0,0,0,0
C1614,R5,HR Specialist,Job board,61,1,1,1,1,0
C1615,R5,Software Engineer,Job board,46,1,1,1,0,0
C1616,R4,Data Analyst,LinkedIn,49,1,0,0,0,0
C1617,R2,HR Specialist,Job board,57,1,1,0,0,0
C1618,R4,HR Specialist,Careers page,60,1,0,0,0,0
C1619,R4,HR Specialist,Careers page,51,1,0,0,0,0
C1620,R1,Software Engineer,Careers page,53,1,1,1,1,1
C1621,R1,Software Engineer,LinkedIn,60,1,1,1,0,0
C1622,R1,Software Engineer,Careers page,29,1,0,0,0,0
C1623,R1,Data Analyst,LinkedIn,69,1,1,1,0,0
C1624,R3,Data Analyst,LinkedIn,69,1,1,0,0,0
C1625,R2,Marketing Associate,LinkedIn,74,1,1,1,0,0
C1626,R5,Marketing Associate,LinkedIn,68,1,1,1,0,0
C1627,R2,HR Specialist,Job board,65,1,1,0,0,0
C1628,R1,Software Engineer,LinkedIn,77,1,1,1,0,0
C1629,R2,HR Specialist,LinkedIn,45,1,1,1,0,0
C1630,R5,Data Analyst,LinkedIn,62,1,1,0,0,0
C1631,R3,Data Analyst,Job board,62,1,0,0,0,0
C1632,R2,HR Specialist,Job board,59,1,1,1,1,1
C1633,R4,HR Specialist,LinkedIn,85,1,1,0,0,0
C1634,R3,Marketing Associate,LinkedIn,95,1,1,0,0,0
C1635,R5,HR Specialist,LinkedIn,100,1,1,1,0,0
C1636,R5,Data Analyst,Careers page,60,1,1,1,1,1
C1637,R1,Data Analyst,Job board,56,1,1,0,0,0
C1638,R4,Data Analyst,Careers page,56,1,1,0,0,0
C1639,R1,Data Analyst,Job board,51,1,1,0,0,0
C1640,R3,Software Engineer,Job board,59,1,0,0,0,0
C1641,R1,Software Engineer,LinkedIn,67,1,0,0,0,0
C1642,R5,HR Specialist,Job board,45,1,1,1,1,0
C1643,R3,Data Analyst,LinkedIn,68,1,1,1,0,0
C1644,R5,Data Analyst,LinkedIn,90,1,1,0,0,0
C1645,R2,Data Analyst,LinkedIn,57,1,1,0,0,0
C1646,R5,Software Engineer,LinkedIn,79,1,1,0,0,0
C1647,R3,Data Analyst,Job board,55,1,1,1,1,1
C1648,R5,Data Analyst,Careers page,63,1,0,0,0,0
C1649,R4,HR Specialist,LinkedIn,59,1,1,1,1,0
C1650,R1,Data Analyst,Careers page,56,1,1,1,0,0
C1651,R4,Data Analyst,Job board,57,1,0,0,0,0
C1652,R3,Data Analyst,Careers page,56,1,0,0,0,0
C1653,R4,Software Engineer,Careers page,59,1,0,0,0,0
C1654,R4,Software Engineer,Job board,65,1,1,0,0,0
C1655,R1,Data Analyst,LinkedIn,81,1,1,1,1,1
C1656,R2,HR Specialist,Job board,68,1,1,1,1,1
C1657,R1,Data Analyst,Job board,76,1,1,1,1,1
C1658,R5,HR Specialist,Careers page,69,1,1,1,0,0
C1659,R1,Data Analyst,LinkedIn,69,1,0,0,0,0
C1660,R3,Marketing Associate,Careers page,51,1,1,1,0,0
C1661,R5,Data Analyst,Job board,40,1,1,0,0,0
C1662,R1,Data Analyst,LinkedIn,77,1,1,1,0,0
C1663,R4,Data Analyst,LinkedIn,41,1,1,0,0,0
C1664,R3,Data Analyst,Job board,56,1,1,0,0,0
C1665,R3,HR Specialist,Job board,54,1,1,0,0,0
C1666,R4,Data Analyst,LinkedIn,93,1,1,1,1,1
C1667,R5,HR Specialist,Careers page,62,1,1,1,0,0
C1668,R4,HR Specialist,LinkedIn,53,1,1,0,0,0
C1669,R4,Data Analyst,Careers page,68,1,1,0,0,0
C1670,R4,Marketing Associate,LinkedIn,91,1,1,1,0,0
C1671,R2,Data Analyst,LinkedIn,90,1,1,1,0,0
C1672,R2,Software Engineer,LinkedIn,63,1,1,0,0,0
C1673,R1,Data Analyst,Job board,56,1,1,0,0,0
C1674,R3,Data Analyst,LinkedIn,57,1,1,1,1,0
C1675,R1,HR Specialist,LinkedIn,92,1,1,1,0,0
C1676,R3,Software Engineer,Job board,53,1,1,0,0,0
C1677,R2,Data Analyst,Job board,53,1,1,1,0,0
C1678,R2,Data Analyst,Job board,43,1,0,0,0,0
C1679,R2,Data Analyst,LinkedIn,70,1,1,1,0,0
C1680,R4,Data Analyst,LinkedIn,70,1,1,1,0,0
C1681,R1,Software Engineer,LinkedIn,73,1,1,0,0,0
C1682,R2,Software Engineer,LinkedIn,69,1,1,0,0,0
C1683,R5,HR Specialist,Job board,55,1,1,0,0,0
C1684,R4,Software Engineer,Job board,52,1,1,0,0,0
C1685,R4,Data Analyst,Job board,50,1,0,0,0,0
C1686,R1,Data Analyst,Job board,53,1,1,0,0,0
C1687,R2,Data Analyst,Job board,89,1,1,1,1,1
C1688,R2,Data Analyst,Job board,59,1,0,0,0,0
C1689,R3,Data Analyst,Job board,43,1,1,0,0,0
C1690,R5,Software Engineer,LinkedIn,78,1,1,1,0,0
C1691,R2,Data Analyst,Job board,43,1,1,1,1,1
C1692,R1,HR Specialist,LinkedIn,73,1,1,1,0,0
C1693,R4,Data Analyst,Job board,54,1,1,1,1,0
C1694,R5,Software Engineer,Job board,62,1,1,0,0,0
C1695,R5,HR Specialist,Job board,66,1,1,0,0,0
C1696,R5,Data Analyst,Job board,44,1,0,0,0,0
C1697,R5,Software Engineer,Careers page,56,1,0,0,0,0
C1698,R3,Software Engineer,LinkedIn,77,1,1,0,0,0
C1699,R2,HR Specialist,Job board,48,1,1,0,0,0
C1700,R1,HR Specialist,Careers page,62,1,1,0,0,0
C1701,R3,HR Specialist,Job board,53,1,0,0,0,0
C1702,R1,Data Analyst,Careers page,60,1,0,0,0,0
C1703,R2,HR Specialist,Careers page,87,1,1,1,1,1
C1704,R5,HR Specialist,LinkedIn,62,1,0,0,0,0
C1705,R5,Software Engineer,Job board,53,1,1,0,0,0
C1706,R3,HR Specialist,Careers page,68,1,1,0,0,0
C1707,R1,HR Specialist,LinkedIn,63,1,1,0,0,0
C1708,R2,Software Engineer,Careers page,56,1,1,1,0,0
C1709,R5,HR Specialist,LinkedIn,54,1,0,0,0,0
C1710,R2,Data Analyst,Job board,76,1,1,1,0,0
C1711,R4,Data Analyst,LinkedIn,51,1,1,0,0,0
C1712,R1,Software Engineer,Job board,24,1,0,0,0,0
C1713,R1,HR Specialist,LinkedIn,89,1,1,0,0,0
C1714,R5,HR Specialist,Careers page,56,1,1,0,0,0
C1715,R4,Data Analyst,LinkedIn,81,1,1,1,0,0
C1716,R5,HR Specialist,Careers page,80,1,1,1,0,0
C1717,R2,HR Specialist,LinkedIn,65,1,1,1,0,0
C1718,R2,Data Analyst,Job board,42,1,0,0,0,0
C1719,R5,HR Specialist,LinkedIn,67,1,1,0,0,0
C1720,R1,Data Analyst,Job board,56,1,1,0,0,0
C1721,R3,HR Specialist,LinkedIn,51,1,1,1,0,0
C1722,R4,HR Specialist,LinkedIn,71,1,1,1,1,0
C1723,R2,Data Analyst,LinkedIn,43,1,1,0,0,0
C1724,R4,Data Analyst,Careers page,52,1,0,0,0,0
C1725,R1,Data Analyst,Job board,55,1,1,1,0,0
C1726,R3,HR Specialist,Job board,76,1,1,0,0,0
C1727,R1,HR Specialist,Job board,35,1,0,0,0,0
C1728,R3,HR Specialist,Careers page,62,1,0,0,0,0
C1729,R4,Marketing Associate,LinkedIn,53,1,1,1,1,1
C1730,R1,Data Analyst,LinkedIn,53,1,1,1,0,0
C1731,R5,Data Analyst,Careers page,59,1,1,0,0,0
C1732,R4,HR Specialist,LinkedIn,46,1,1,0,0,0
C1733,R1,Data Analyst,LinkedIn,76,1,1,1,0,0
C1734,R5,Marketing Associate,LinkedIn,70,1,1,0,0,0
C1735,R5,HR Specialist,Job board,52,1,0,0,0,0
C1736,R2,HR Specialist,Careers page,44,1,1,1,0,0
C1737,R4,Data Analyst,Careers page,60,1,0,0,0,0
C1738,R3,Data Analyst,LinkedIn,66,1,1,1,0,0
C1739,R5,HR Specialist,LinkedIn,94,1,0,0,0,0
C1740,R5,Data Analyst,LinkedIn,71,1,1,1,0,0
C1741,R1,HR Specialist,Job board,55,1,1,0,0,0
C1742,R5,Software Engineer,LinkedIn,44,1,1,1,0,0
C1743,R2,Data Analyst,LinkedIn,84,1,1,1,1,1
C1744,R1,Data Analyst,LinkedIn,59,1,0,0,0,0
C1745,R1,Software Engineer,LinkedIn,94,1,1,0,0,0
C1746,R1,Data Analyst,LinkedIn,49,1,0,0,0,0
C1747,R3,Software Engineer,Job board,61,1,0,0,0,0
C1748,R3,Data Analyst,LinkedIn,72,1,1,0,0,0
C1749,R5,Software Engineer,LinkedIn,74,1,1,0,0,0
C1750,R4,Software Engineer,LinkedIn,71,1,1,1,0,0
C1751,R5,Software Engineer,LinkedIn,93,1,1,1,1,0
C1752,R5,Data Analyst,LinkedIn,58,1,0,0,0,0
